benchmark_id	condition	variant	gate_mode	tau	collection	module_id	module_survival	n_genes	n_terms	hub_filter_n_hubs	hub_gene_rate
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Hallmark	Maf269dcd4575	1.0	63	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Hallmark	Mb6f784110271	0.765625	88	3	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Hallmark	Mcf69f9e4157c	0.796875	14	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Hallmark	Md4f5e0a53b7c	0.90625	11	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Hallmark	Mdcc8d9bd6d7f	0.921875	99	4	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Hallmark	Mdd3caae7261b	0.9375	22	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Hallmark	Mdf6350d89cee	1.0	82	2	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Hallmark	Me334011e2fa6	0.96875	32	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Hallmark	Me43c4cd101bd	0.953125	21	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Hallmark	Me56b74484d20	0.890625	10	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Hallmark	Me6bf443283c2	0.8125	7	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Hallmark	Mea4001d70482	0.75	9	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Hallmark	Mf1237f2d6d20	0.953125	12	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Hallmark	Mf6a5663747ad	0.984375	28	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Hallmark	Mf906280fa5e1	0.9375	25	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	GO	Mbfe2989c0352	0.46875	4197	3385	5	0.0011913271384322134
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M0090af4a9202	0.671875	3	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M00d21c907c4d	0.796875	2	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M010846418654	0.84375	8	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M010de8aa71df	0.921875	15	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M02a9340daa2e	0.921875	5	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M0391c561a82d	0.875	20	4	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M05fd4ef08742	0.921875	1	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M080dd6b838f2	0.921875	1	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M08eed2476fe4	0.84375	7	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M09333d5044e5	0.796875	3	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M0cb3d49740ae	0.8125	2	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M113feee1832e	0.875	5	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M1673fd23de67	0.640625	4	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M16890679c064	0.921875	6	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M169617cee57c	0.578125	4	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M16c949db891d	0.859375	7	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M1c0a75c5bd0a	0.8125	3	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M1e415e2fb1e9	0.984375	20	2	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M2535b6df1635	0.78125	2	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M25c8394d544d	0.859375	2	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M2aa1103abf6e	0.890625	6	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M2c7202809bb7	0.65625	4	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M2f44a01366fd	0.78125	2	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M3352e6a1812d	0.625	6	2	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M3712a7f5e6cd	0.765625	2	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M37fb0578cc20	0.90625	11	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M3a760f894a76	0.96875	24	2	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M3ea57f93f973	0.828125	2	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M408c5019ffa1	0.6875	4	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M450f2a7e6b00	0.65625	4	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M45cbb32554c4	0.734375	4	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M4ccfa29fa496	0.78125	3	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M51c7c7e90bc8	0.921875	6	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M523486a658b5	0.625	11	4	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M53e16c8cec06	0.609375	4	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M5b01c990d0f5	0.828125	18	3	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M5f0047d6a4b4	0.71875	3	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M5f71a1b4b86c	0.875	7	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M608e2914955d	0.859375	8	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M60ac055de014	0.859375	7	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M628e748b5bf1	0.9375	10	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M62dd0fa4fec3	0.890625	14	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M63b650ccfb99	0.78125	8	2	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M6629f621242e	0.796875	11	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M66d6b4250d88	0.9375	5	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M686f47bf956e	0.65625	19	3	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M6b0bdd823c65	0.78125	2	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M6c760ebae6e3	0.671875	4	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M6fdcd806ba80	0.890625	7	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M70f4e58dbd2c	0.578125	986	375	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M71c2a1bc53d3	0.84375	6	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M735bbe3642fc	0.8125	2	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M760f578f730f	0.953125	5	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M81569dc84817	0.859375	2	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M895c1a94097e	0.953125	10	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M8c9e26413423	0.703125	3	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M8d5316514bb1	0.828125	7	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M8e2a7a92b55e	0.671875	4	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M912e083b5047	0.90625	48	2	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M9307c4fb61a7	0.78125	7	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M96ebc0005cb8	0.859375	7	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M9c0df0dce67b	0.875	12	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M9c6789a2ac36	0.859375	2	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M9da4ef329693	0.796875	7	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	M9fcd06691a84	0.796875	9	2	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	Ma04dd7266e64	0.859375	2	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	Ma0f1296d5b5c	0.703125	7	2	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	Ma35aa8486f7e	0.84375	6	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	Ma7714f539b9a	0.875	5	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	Ma7df7cb291b1	0.84375	1	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	Mac785cbcf11d	0.75	2	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	Maedc2612996b	0.75	3	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	Mb02bf7d14653	0.6875	4	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	Mb5b8204e8bb3	0.65625	4	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	Mb8e6977d74e8	0.8125	7	2	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	Mb9163496d325	0.875	6	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	Mbce3220ecff1	0.9375	6	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	Mbee868d3239c	0.734375	5	2	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	Mc22fd747abc1	0.90625	18	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	Mc55ec4439b21	0.90625	8	2	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	Mc6286b5d459b	0.71875	3	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	Mc6872fe93d9b	0.78125	13	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	Mca73cf125472	0.703125	4	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	Mcb7abe669c99	0.875	7	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	Mcc2a777dd355	0.625	4	2	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	Mce6a75135a02	0.609375	4	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	Mce761e988bee	0.953125	10	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	Mcef223050118	0.703125	3	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	Mcef9e6d4518c	0.671875	4	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	Mcfd76b4d5bb7	0.6875	49	9	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	Md536f434de6f	0.90625	1	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	Md5aa62cfabf4	0.796875	7	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	Md641cd5778f4	0.9375	10	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	Md8099c4967b3	0.828125	8	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	Md916ff153eaa	0.875	9	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	Mdc513d469016	0.984375	15	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	Mdd20102ac690	0.59375	1294	470	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	Mdd86ff69243d	0.765625	8	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	Me1644d6a51c8	0.921875	6	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	Me20c06657e09	0.578125	3	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	Me2a8e73e7669	1.0	69	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	Me4db21640c7a	0.96875	10	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	Me6c42b616dfb	0.65625	4	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	Me71f0d5608a0	0.890625	8	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	Me8cf32cf02c6	0.96875	24	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	Mec279fd650cc	0.890625	5	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	Meda1194f133c	0.8125	2	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	Medf82592f51e	0.625	4	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	Mf95254dbb125	0.640625	7	2	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	Mfa13de4cc296	0.75	3	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Reactome	Mfdc5565ec7ba	0.84375	13	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	M03ad139ed90d	0.65625	4	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	M0a0e97b1ab21	0.84375	18	3	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	M0a497097952e	0.90625	6	2	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	M136725e27ed4	0.90625	6	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	M165d2734d17a	0.703125	8	5	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	M189317e64676	0.703125	21	7	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	M1c542afc7917	0.734375	7	3	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	M1e7662c569f7	0.640625	4	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	M1fc03b85f8e0	0.5625	4	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	M212396c69a33	0.84375	2	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	M216ec278a4b8	0.84375	14	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	M2323dc27adb9	0.9375	9	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	M25e4b1fa9f8e	0.90625	14	3	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	M285cc2721c58	0.78125	2	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	M2d416de6451f	0.84375	5	3	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	M2d99f25d580a	0.875	2	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	M3473b06213b1	0.609375	39	10	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	M36f7069e7080	0.765625	18	4	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	M3fc6ea45007b	0.890625	13	5	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	M413fe2a86566	0.796875	19	4	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	M44e7bae84249	0.828125	12	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	M4b8cd17862e8	0.703125	15	9	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	M5605b881b903	0.75	4	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	M578ab6dea7f7	0.890625	5	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	M57fa326565fe	0.90625	18	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	M587bc3d1b818	0.65625	4	2	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	M618a8c80a26e	0.546875	4	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	M68d76d81684c	0.828125	2	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	M69d4d36cee3e	0.890625	6	2	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	M6bc929561809	0.859375	8	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	M6ec02016a378	0.703125	10	4	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	M718c2155f60c	0.84375	7	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	M7531aeaf3ea3	0.859375	6	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	M765db4dc9fde	0.765625	9	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	M774e172a3c2f	0.765625	9	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	M7b3cf3625b86	0.53125	13	6	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	M93c79c2dd947	0.984375	10	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	M9789e87931af	0.8125	2	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	M98802355e796	0.640625	8	3	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	M999fe99e933d	0.9375	7	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	M9fc7b2355c88	0.75	11	4	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	Ma391d55c91f2	0.890625	11	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	Ma45eb0771b1e	0.859375	12	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	Ma5cfc19b307a	0.796875	12	2	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	Ma8e6a40eedf2	0.703125	2	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	Maab059760b4a	0.703125	4	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	Mab5544b9bbc2	0.59375	9	5	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	Mb41348228fd4	0.90625	1	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	Mba021f28c5fc	0.875	9	3	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	Mbf90c7f015a5	0.8125	15	5	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	Mc2fb4c6e93e8	0.703125	3	2	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	Mc4cb1366375b	0.6875	3	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	Mc76cabb2a750	0.75	8	2	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	Mcd1984044fe7	0.921875	1	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	Mce086c82809a	0.859375	6	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	Mcf74761ffcef	0.84375	3	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	Md52b40762cef	0.796875	2	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	Me3e15543599a	0.84375	15	4	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	Me4ec398fa1c1	0.609375	4	2	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	Meb454a076266	0.703125	4	2	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	Mee7f8b0dc553	0.796875	2	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	Mfadc563722b8	0.9375	2	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	Mfca046cf81ee	0.703125	60	43	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	Mfcefdcbe6f1e	0.90625	6	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	KEGG	Mffcd151d2ab7	0.59375	4	1	0	0.0
PANCAN_TP53_v1	LUAD	ours	hard	0.2	Hallmark	M04d093193c05	0.890625	112	3	0	0.0
PANCAN_TP53_v1	LUAD	ours	hard	0.2	Hallmark	M1b5332fdef19	0.953125	15	1	0	0.0
PANCAN_TP53_v1	LUAD	ours	hard	0.2	Hallmark	M1cfdfe9fc0ab	0.953125	17	1	0	0.0
PANCAN_TP53_v1	LUAD	ours	hard	0.2	Hallmark	M2419988392a1	0.9375	18	1	0	0.0
PANCAN_TP53_v1	LUAD	ours	hard	0.2	Hallmark	M2e562fe135a0	0.96875	36	1	0	0.0
PANCAN_TP53_v1	LUAD	ours	hard	0.2	Hallmark	M354092e4223a	0.984375	35	1	0	0.0
PANCAN_TP53_v1	LUAD	ours	hard	0.2	Hallmark	M35cb92dc9ae1	0.9375	24	1	0	0.0
PANCAN_TP53_v1	LUAD	ours	hard	0.2	Hallmark	M45f53a2ec73d	0.890625	46	2	0	0.0
PANCAN_TP53_v1	LUAD	ours	hard	0.2	Hallmark	M4b91b9d3c474	0.984375	44	1	0	0.0
PANCAN_TP53_v1	LUAD	ours	hard	0.2	Hallmark	M4bfd51b3579f	0.96875	51	1	0	0.0
PANCAN_TP53_v1	LUAD	ours	hard	0.2	Hallmark	M5a7346a45f3e	0.984375	26	1	0	0.0
PANCAN_TP53_v1	LUAD	ours	hard	0.2	Hallmark	M5e6088cf4b0c	0.890625	7	1	0	0.0
PANCAN_TP53_v1	LUAD	ours	hard	0.2	Hallmark	M626d76105ec5	1.0	30	1	0	0.0
PANCAN_TP53_v1	LUAD	ours	hard	0.2	Hallmark	M63ffebb5a19e	0.96875	75	2	0	0.0
PANCAN_TP53_v1	LUAD	ours	hard	0.2	Hallmark	M65eb0e3cb0a6	0.984375	35	1	0	0.0
PANCAN_TP53_v1	LUAD	ours	hard	0.2	Hallmark	M6a97199f3fea	0.84375	6	1	0	0.0
PANCAN_TP53_v1	LUAD	ours	hard	0.2	Hallmark	M6e92991b36f9	0.984375	62	1	0	0.0
PANCAN_TP53_v1	LUAD	ours	hard	0.2	Hallmark	M6f281222a70e	0.8125	7	1	0	0.0
PANCAN_TP53_v1	LUAD	ours	hard	0.2	Hallmark	M6fcae159bef7	0.921875	16	1	0	0.0
PANCAN_TP53_v1	LUAD	ours	hard	0.2	Hallmark	M7421b46f21b9	0.96875	27	1	0	0.0
PANCAN_TP53_v1	LUAD	ours	hard	0.2	Hallmark	M76897d2e1588	0.953125	39	1	0	0.0
PANCAN_TP53_v1	LUAD	ours	hard	0.2	Hallmark	M7aef6de6d3ce	0.890625	53	2	0	0.0
PANCAN_TP53_v1	LUAD	ours	hard	0.2	Hallmark	M82e0640a47c1	0.890625	28	1	0	0.0
PANCAN_TP53_v1	LUAD	ours	hard	0.2	Hallmark	M89be92de1632	0.96875	34	1	0	0.0
PANCAN_TP53_v1	LUAD	ours	hard	0.2	Hallmark	M8e134b5cade5	0.96875	85	2	0	0.0
PANCAN_TP53_v1	LUAD	ours	hard	0.2	Hallmark	M93d26779133c	0.96875	39	1	0	0.0
PANCAN_TP53_v1	LUAD	ours	hard	0.2	Hallmark	M9ba5ac416d54	0.921875	5	1	0	0.0
PANCAN_TP53_v1	LUAD	ours	hard	0.2	Hallmark	Mb054bf72eb80	0.921875	34	2	0	0.0
PANCAN_TP53_v1	LUAD	ours	hard	0.2	Hallmark	Mb077b09981b6	0.96875	50	1	0	0.0
PANCAN_TP53_v1	LUAD	ours	hard	0.2	Hallmark	Mb174a6015dd9	0.953125	40	1	0	0.0
PANCAN_TP53_v1	LUAD	ours	hard	0.2	Hallmark	Mb7e84d273b96	0.984375	34	1	0	0.0
PANCAN_TP53_v1	LUAD	ours	hard	0.2	Hallmark	Mbfa0ff00ce99	0.9375	15	1	0	0.0
PANCAN_TP53_v1	LUAD	ours	hard	0.2	Hallmark	Mbfff37b753ff	0.8125	9	1	0	0.0
PANCAN_TP53_v1	LUAD	ours	hard	0.2	Hallmark	Mc51dd9362ac5	0.875	39	3	0	0.0
PANCAN_TP53_v1	LUAD	ours	hard	0.2	Hallmark	Mc78b0e69ccf9	0.90625	12	1	0	0.0
PANCAN_TP53_v1	LUAD	ours	hard	0.2	Hallmark	Me51121d6508e	0.953125	55	2	0	0.0
PANCAN_TP53_v1	LUAD	ours	hard	0.2	Hallmark	Mebd207408d92	0.984375	59	1	0	0.0
PANCAN_TP53_v1	LUAD	ours	hard	0.2	Hallmark	Mef5a8baaf749	0.984375	41	1	0	0.0
PANCAN_TP53_v1	LUAD	ours	hard	0.2	Hallmark	Mf6b556792982	0.984375	59	1	0	0.0
PANCAN_TP53_v1	LUAD	ours	hard	0.2	Hallmark	Mf9a479a7b06a	0.84375	5	1	0	0.0
PANCAN_TP53_v1	LUAD	ours	hard	0.2	GO	Mb22cea68c32a	0.515625	4269	3386	1	0.00023424689622862497
PANCAN_TP53_v1	LUAD	ours	hard	0.2	Reactome	M00a2d9e4c1b3	0.671875	9	1	0	0.0
PANCAN_TP53_v1	LUAD	ours	hard	0.2	Reactome	M011441b20876	0.953125	6	1	0	0.0
PANCAN_TP53_v1	LUAD	ours	hard	0.2	Reactome	M03754a78890b	0.90625	1	1	0	0.0
PANCAN_TP53_v1	LUAD	ours	hard	0.2	Reactome	M0c3ed8c59652	0.734375	3	1	0	0.0
PANCAN_TP53_v1	LUAD	ours	hard	0.2	Reactome	M0c98d24ae521	0.890625	5	1	0	0.0
