raw_index	term_id	term_name	source	stat	qval	direction	evidence_genes	pval	is_summary	group_id	term_id_salvaged	term_name_salvaged	evidence_genes_str	is_valid	invalid_reason	qval_source	qval_provided	pval_source	pval_provided	distill_seed	evidence_genes_was_list	n_evidence_genes	masked_genes_count	term_row_id	term_uid	distill_semantics	distill_track_hash_drift	distill_gene_pool_n	distill_gene_pool_is_masked	distill_trust_input_survival	distill_min_genes_effective_per_term	term_survival_input	term_survival_computed	term_survival_n_ok	term_survival_n_total	term_survival_source	term_survival	term_gene_set_hash	term_survival_agg	term_hash_drift_rate	distill_loo_is_proxy	distill_n_perturb	distill_gene_dropout_p	distill_gene_jitter_p	distill_evidence_jaccard_min	distill_evidence_recall_min	distill_evidence_precision_min	distill_min_keep_frac	distill_min_evidence_genes_effective	distill_perturb_rescue	term_survival_mean_jaccard	term_survival_mean_recall	term_survival_mean_precision	gene_survival	keep_term	keep_reason	distill_pre_gate_mode	distill_pre_gate_tau	module_id	module_id_missing	module_survival	module_survival_n_ok	module_survival_n_total	module_survival_source	stress_drop_count
80	GOBP_RESPONSE_TO_ACETYLCHOLINE	GOBP_RESPONSE_TO_ACETYLCHOLINE	fgsea_msigdb_C5_GO_BP_entrez	1.58204853219389	0.636810200370928	up	['1141', '1136', '4062', '1132', '3708', '1131', '2782', '1144', '4988', '1909', '4061', '156', '1143', '1145', '1133', '1146']		False		False	False	1141,1136,4062,1132,3708,1131,2782,1144,4988,1909,4061,156,1143,1145,1133,1146	True		qval	True	missing	False	42	True	16	0	80	fgsea_msigdb_C5_GO_BP_entrez:GOBP_RESPONSE_TO_ACETYLCHOLINE	evidence_perturb	True	4134	True	False	1		0.9375	60	64	computed	0.9375	1879e6ffa3a7	0.9375	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.84375	0.896484375	0.9344326131895067	0.9375	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	0
81	GOBP_POSITIVE_REGULATION_OF_BINDING	GOBP_POSITIVE_REGULATION_OF_BINDING	fgsea_msigdb_C5_GO_BP_entrez	-1.55817906274333	0.636810200370928	down	['1054', '5329', '3646', '4318', '2959', '119', '627', '5925', '4931', '1663', '4233', '10211', '6135']		False		False	False	1054,5329,3646,4318,2959,119,627,5925,4931,1663,4233,10211,6135	True		qval	True	missing	False	42	True	13	0	81	fgsea_msigdb_C5_GO_BP_entrez:GOBP_POSITIVE_REGULATION_OF_BINDING	evidence_perturb	True	4134	True	False	1		0.828125	53	64	computed	0.828125	4dee25bd5e8f	0.828125	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8191964285714286	0.8822115384615384	0.9193423763736265	0.828125	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	0
82	GOBP_AXO_DENDRITIC_TRANSPORT	GOBP_AXO_DENDRITIC_TRANSPORT	fgsea_msigdb_C5_GO_BP_entrez	1.55319961881869	0.636810200370928	up	['3799', '3192', '4976', '7345', '8546', '4133', '4137', '8120', '320', '4747', '3281', '3800', '2647', '10749', '10013', '4130', '6780', '10947']		False		False	False	3799,3192,4976,7345,8546,4133,4137,8120,320,4747,3281,3800,2647,10749,10013,4130,6780,10947	True		qval	True	missing	False	42	True	18	0	82	fgsea_msigdb_C5_GO_BP_entrez:GOBP_AXO_DENDRITIC_TRANSPORT	evidence_perturb	True	4134	True	False	1		0.890625	57	64	computed	0.890625	a26710c36af5	0.890625	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8601973684210525	0.907986111111111	0.9420413011695907	0.890625	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	0
83	GOBP_VENTRICULAR_CARDIAC_MUSCLE_TISSUE_MORPHOGENESIS	GOBP_VENTRICULAR_CARDIAC_MUSCLE_TISSUE_MORPHOGENESIS	fgsea_msigdb_C5_GO_BP_entrez	1.54850691692075	0.636810200370928	up	['2303', '5469', '1482', '4036', '3670', '5629', '4851', '1909', '2280', '4092']		False		False	False	2303,5469,1482,4036,3670,5629,4851,1909,2280,4092	True		qval	True	missing	False	42	True	11	0	83	fgsea_msigdb_C5_GO_BP_entrez:GOBP_VENTRICULAR_CARDIAC_MUSCLE_TISSUE_MORPHOGENESIS	evidence_perturb	True	4134	True	False	1		0.921875	59	64	computed	0.921875	7598fbf93a66	0.921875	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8255208333333333	0.9005681818181819	0.9074573863636364	0.921875	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	1
84	GOBP_MITOCHONDRIAL_TRANSMEMBRANE_TRANSPORT	GOBP_MITOCHONDRIAL_TRANSMEMBRANE_TRANSPORT	fgsea_msigdb_C5_GO_BP_entrez	1.54207228278059	0.636810200370928	up	['7350', '3708', '10452', '3954', '3313', '10166', '7352', '9868', '292', '7780', '9131', '11194']		False		False	False	7350,3708,10452,3954,3313,10166,7352,9868,292,7780,9131,11194	True		qval	True	missing	False	42	True	16	0	84	fgsea_msigdb_C5_GO_BP_entrez:GOBP_MITOCHONDRIAL_TRANSMEMBRANE_TRANSPORT	evidence_perturb	True	4134	True	False	1		0.90625	58	64	computed	0.90625	29e431b82e18	0.90625	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8547794117647058	0.908203125	0.9351947569893343	0.90625	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	4
85	GOBP_POSITIVE_REGULATION_OF_LIPID_TRANSPORT	GOBP_POSITIVE_REGULATION_OF_LIPID_TRANSPORT	fgsea_msigdb_C5_GO_BP_entrez	-1.53268055649881	0.636810200370928	down	['10162', '348', '10062', '8529', '5360', '1588', '8792', '6696', '3553', '1622', '356', '5027', '9536', '8600']		False		False	False	10162,348,10062,8529,5360,1588,8792,6696,3553,1622,356,5027,9536,8600	True		qval	True	missing	False	42	True	14	0	85	fgsea_msigdb_C5_GO_BP_entrez:GOBP_POSITIVE_REGULATION_OF_LIPID_TRANSPORT	evidence_perturb	True	4134	True	False	1		0.875	56	64	computed	0.875	c116ae2c8114	0.875	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8583333333333334	0.9196428571428572	0.9275086892274393	0.875	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	0
86	GOBP_POSITIVE_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	GOBP_POSITIVE_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	fgsea_msigdb_C5_GO_BP_entrez	-1.52463517860698	0.636810200370928	down	['9698', '7184', '695', '10062', '929', '6573', '8638', '10211', '5027', '3304', '4034', '5587', '2150', '3146', '2634']		False		False	False	9698,7184,695,10062,929,6573,8638,10211,5027,3304,4034,5587,2150,3146,2634	True		qval	True	missing	False	42	True	16	0	86	fgsea_msigdb_C5_GO_BP_entrez:GOBP_POSITIVE_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	evidence_perturb	True	4134	True	False	1		0.90625	58	64	computed	0.90625	b38f99e54f7c	0.90625	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8419117647058824	0.89453125	0.9343210902149323	0.90625	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	1
87	GOBP_NUCLEOSIDE_DIPHOSPHATE_CATABOLIC_PROCESS	GOBP_NUCLEOSIDE_DIPHOSPHATE_CATABOLIC_PROCESS	fgsea_msigdb_C5_GO_BP_entrez	-1.46378231478761	0.636810200370928	down	['669', '5214', '2027', '5209', '3101', '3099', '5224', '5663', '5230', '7167', '226', '9583', '5232', '953', '5223', '3643', '4967', '351', '2821', '7351', '5563', '3692', '402', '2203', '956', '230', '5562']		False		False	False	669,5214,2027,5209,3101,3099,5224,5663,5230,7167,226,9583,5232,953,5223,3643,4967,351,2821,7351,5563,3692,402,2203,956,230,5562	True		qval	True	missing	False	42	True	30	0	87	fgsea_msigdb_C5_GO_BP_entrez:GOBP_NUCLEOSIDE_DIPHOSPHATE_CATABOLIC_PROCESS	evidence_perturb	True	4134	True	False	1		0.984375	63	64	computed	0.984375	3e6711b5c20b	0.984375	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8427734375	0.8989583333333334	0.9307186789043801	0.984375	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	3
88	GOBP_NEUROTRANSMITTER_SECRETION	GOBP_NEUROTRANSMITTER_SECRETION	fgsea_msigdb_C5_GO_BP_entrez	-1.43031709961168	0.636810200370928	down	['673', '2901', '3764', '10814', '5906', '5023', '5582', '5413', '5579', '2852', '6572', '774', '1020', '632', '5217', '6861', '10497', '2914', '5663', '5027', '5071', '5799', '9783', '163']		False		False	False	673,2901,3764,10814,5906,5023,5582,5413,5579,2852,6572,774,1020,632,5217,6861,10497,2914,5663,5027,5071,5799,9783,163	True		qval	True	missing	False	42	True	25	0	88	fgsea_msigdb_C5_GO_BP_entrez:GOBP_NEUROTRANSMITTER_SECRETION	evidence_perturb	True	4134	True	False	1		0.953125	61	64	computed	0.953125	e54801d57491	0.953125	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8635817307692308	0.898125	0.9571637713449784	0.953125	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	1
89	GOBP_REGULATION_OF_LIPID_TRANSPORT	GOBP_REGULATION_OF_LIPID_TRANSPORT	fgsea_msigdb_C5_GO_BP_entrez	-1.40983608640564	0.636810200370928	down	['1407', '10162', '348', '10062', '2182', '8529', '5360', '1588', '6696', '3553', '1622', '356', '5027', '6721', '9536', '5071', '207', '341']		False		False	False	1407,10162,348,10062,2182,8529,5360,1588,6696,3553,1622,356,5027,6721,9536,5071,207,341	True		qval	True	missing	False	42	True	20	0	89	fgsea_msigdb_C5_GO_BP_entrez:GOBP_REGULATION_OF_LIPID_TRANSPORT	evidence_perturb	True	4134	True	False	1		0.96875	62	64	computed	0.96875	090d797543ab	0.96875	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.859375	0.90234375	0.9472746472492507	0.96875	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	2
90	GOBP_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	GOBP_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	fgsea_msigdb_C5_GO_BP_entrez	-1.40208274433232	0.636810200370928	down	['9698', '7184', '695', '7105', '10062', '2099', '929', '9684', '6573', '8815', '142', '8878', '3551', '8638', '10211', '5027', '207', '3304', '4034', '10924', '7128', '4615', '5587', '2150', '3146', '2634', '7301']		False		False	False	9698,7184,695,7105,10062,2099,929,9684,6573,8815,142,8878,3551,8638,10211,5027,207,3304,4034,10924,7128,4615,5587,2150,3146,2634,7301	True		qval	True	missing	False	42	True	27	0	90	fgsea_msigdb_C5_GO_BP_entrez:GOBP_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	evidence_perturb	True	4134	True	False	1		0.953125	61	64	computed	0.953125	7aeceeda3ec6	0.953125	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8716517857142857	0.9039351851851851	0.9604999237879672	0.953125	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	0
91	GOBP_REGULATION_OF_CELL_JUNCTION_ASSEMBLY	GOBP_REGULATION_OF_CELL_JUNCTION_ASSEMBLY	fgsea_msigdb_C5_GO_BP_entrez	-1.36175291299062	0.636810200370928	down	['1946', '7082', '5578', '5906', '2185', '10507', '2239', '5911', '627', '10160', '3553', '1830', '5818', '4915', '3791', '10611', '2260', '575', '3551', '10211', '4088', '8883', '5770', '9732', '7122', '7248', '6495', '5583', '6281', '9076', '1072', '2042', '5789', '6092', '71', '7070', '7474', '3987', '395', '351', '6585', '11178', '2824']		False		False	False	1946,7082,5578,5906,2185,10507,2239,5911,627,10160,3553,1830,5818,4915,3791,10611,2260,575,3551,10211,4088,8883,5770,9732,7122,7248,6495,5583,6281,9076,1072,2042,5789,6092,71,7070,7474,3987,395,351,6585,11178,2824	True		qval	True	missing	False	42	True	43	0	91	fgsea_msigdb_C5_GO_BP_entrez:GOBP_REGULATION_OF_CELL_JUNCTION_ASSEMBLY	evidence_perturb	True	4134	True	False	1		0.953125	61	64	computed	0.953125	3c51aab3d51c	0.953125	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8597222222222223	0.8997093023255813	0.950709422889884	0.953125	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	0
92	GOBP_NEUROTRANSMITTER_TRANSPORT	GOBP_NEUROTRANSMITTER_TRANSPORT	fgsea_msigdb_C5_GO_BP_entrez	-1.35843138739807	0.636810200370928	down	['673', '4842', '2901', '6540', '3764', '10814', '5906', '5023', '5582', '5413', '5579', '2852', '6572', '774', '5865', '1020', '808', '6530', '632', '5217', '10497', '2914', '1861', '10211', '5663', '5027', '5071', '5799', '9783', '163', '6539', '3382']		False		False	False	673,4842,2901,6540,3764,10814,5906,5023,5582,5413,5579,2852,6572,774,5865,1020,808,6530,632,5217,10497,2914,1861,10211,5663,5027,5071,5799,9783,163,6539,3382	True		qval	True	missing	False	42	True	34	0	92	fgsea_msigdb_C5_GO_BP_entrez:GOBP_NEUROTRANSMITTER_TRANSPORT	evidence_perturb	True	4134	True	False	1		0.921875	59	64	computed	0.921875	2a436e63e5c0	0.921875	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.853298611111111	0.9034926470588236	0.938669105193376	0.921875	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	2
93	GOBP_POSITIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE	GOBP_POSITIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE	fgsea_msigdb_C5_GO_BP_entrez	-1.33136397506149	0.636810200370928	down	['673', '5578', '348', '5156', '177', '5906', '2185', '116', '8074', '5322', '3265', '8792', '10268', '2324', '6366', '2852', '3553', '2266', '148', '3791', '728', '3624', '8600', '3084', '5031', '5155', '2066', '6363', '3725', '5345', '2150', '3146', '5595', '960', '2264', '1880', '5788']		False		False	False	673,5578,348,5156,177,5906,2185,116,8074,5322,3265,8792,10268,2324,6366,2852,3553,2266,148,3791,728,3624,8600,3084,5031,5155,2066,6363,3725,5345,2150,3146,5595,960,2264,1880,5788	True		qval	True	missing	False	42	True	39	0	93	fgsea_msigdb_C5_GO_BP_entrez:GOBP_POSITIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE	evidence_perturb	True	4134	True	False	1		0.953125	61	64	computed	0.953125	4bba84bdfc0f	0.953125	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8498475609756098	0.8934294871794873	0.9455882762400092	0.953125	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	2
94	GOBP_MAINTENANCE_OF_LOCATION	GOBP_MAINTENANCE_OF_LOCATION	fgsea_msigdb_C5_GO_BP_entrez	-1.32821545649313	0.636810200370928	down	['3710', '2815', '7184', '9002', '5905', '348', '2946', '2185', '5330', '6366', '2852', '3099', '1020', '808', '4681', '356', '5663', '779', '5027', '5241', '540', '10142', '207', '2812', '5048', '5031', '5587', '2811', '6363', '4188', '1649', '4052', '309', '2200', '1729', '7070', '1756', '2201', '9474']		False		False	False	3710,2815,7184,9002,5905,348,2946,2185,5330,6366,2852,3099,1020,808,4681,356,5663,779,5027,5241,540,10142,207,2812,5048,5031,5587,2811,6363,4188,1649,4052,309,2200,1729,7070,1756,2201,9474	True		qval	True	missing	False	42	True	39	0	94	fgsea_msigdb_C5_GO_BP_entrez:GOBP_MAINTENANCE_OF_LOCATION	evidence_perturb	True	4134	True	False	1		0.96875	62	64	computed	0.96875	c3575e2bd4c6	0.96875	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8513719512195121	0.8950320512820513	0.9456814704635488	0.96875	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	0
95	GOBP_MONOSACCHARIDE_METABOLIC_PROCESS	GOBP_MONOSACCHARIDE_METABOLIC_PROCESS	fgsea_msigdb_C5_GO_BP_entrez	-1.3140508428551	0.636810200370928	down	['1407', '4122', '5214', '3953', '2027', '8534', '2820', '5105', '680', '5209', '3607', '7157', '2585', '3101', '7033', '3099', '5224', '2538', '8790', '5290', '3175', '1642', '4886', '5230', '7167', '5071', '207', '226', '10269', '2530', '32', '5226', '5372', '5232', '4837', '10165', '5950', '3146', '5223', '2200', '1432', '3643', '5373']		False		False	False	1407,4122,5214,3953,2027,8534,2820,5105,680,5209,3607,7157,2585,3101,7033,3099,5224,2538,8790,5290,3175,1642,4886,5230,7167,5071,207,226,10269,2530,32,5226,5372,5232,4837,10165,5950,3146,5223,2200,1432,3643,5373	True		qval	True	missing	False	42	True	46	0	95	fgsea_msigdb_C5_GO_BP_entrez:GOBP_MONOSACCHARIDE_METABOLIC_PROCESS	evidence_perturb	True	4134	True	False	1		1.0	64	64	computed	1.0	2bf1ebe1e41d	1.0	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8567708333333334	0.8940217391304348	0.9535336548699287	1.0	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	3
96	GOBP_CARBOHYDRATE_HOMEOSTASIS	GOBP_CARBOHYDRATE_HOMEOSTASIS	fgsea_msigdb_C5_GO_BP_entrez	-1.30884086699611	0.636810200370928	down	['1946', '1407', '6794', '3953', '5836', '177', '5105', '3480', '9971', '3607', '10723', '7776', '2852', '3101', '3099', '2538', '3745', '632', '5290', '10497', '2081', '6566', '6443', '4088', '4544', '5071', '1268', '207', '5019', '5799', '114', '3170', '7494', '859', '1725', '5950', '2200', '3643', '3171', '10804', '2201', '2264', '2821', '7351', '5563', '2692', '150']		False		False	False	1946,1407,6794,3953,5836,177,5105,3480,9971,3607,10723,7776,2852,3101,3099,2538,3745,632,5290,10497,2081,6566,6443,4088,4544,5071,1268,207,5019,5799,114,3170,7494,859,1725,5950,2200,3643,3171,10804,2201,2264,2821,7351,5563,2692,150	True		qval	True	missing	False	42	True	47	0	96	fgsea_msigdb_C5_GO_BP_entrez:GOBP_CARBOHYDRATE_HOMEOSTASIS	evidence_perturb	True	4134	True	False	1		0.984375	63	64	computed	0.984375	3b9065042ad7	0.984375	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8596938775510203	0.896276595744681	0.9545808430821627	0.984375	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	0
97	GOBP_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE	GOBP_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE	fgsea_msigdb_C5_GO_BP_entrez	-1.28984848196499	0.636810200370928	down	['673', '535', '2901', '4983', '526', '6456', '10814', '5906', '5582', '5413', '1000', '5579', '774', '5865', '1020', '808', '5217', '6861', '10497', '1176', '1861', '5663', '821', '5027', '6620', '5071', '3084', '274', '9783', '163', '11037', '10094', '5289', '4218', '1487', '71', '6854', '9135', '60', '6616', '9829', '805']		False		False	False	673,535,2901,4983,526,6456,10814,5906,5582,5413,1000,5579,774,5865,1020,808,5217,6861,10497,1176,1861,5663,821,5027,6620,5071,3084,274,9783,163,11037,10094,5289,4218,1487,71,6854,9135,60,6616,9829,805	True		qval	True	missing	False	42	True	45	0	97	fgsea_msigdb_C5_GO_BP_entrez:GOBP_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE	evidence_perturb	True	4134	True	False	1		0.953125	61	64	computed	0.953125	4c95f1b378eb	0.953125	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8553856382978724	0.8934027777777778	0.9524374310527269	0.953125	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	3
98	GOBP_REGULATION_OF_ENDOCYTOSIS	GOBP_REGULATION_OF_ENDOCYTOSIS	fgsea_msigdb_C5_GO_BP_entrez	-1.28708691079406	0.636810200370928	down	['695', '348', '4983', '567', '10062', '6456', '929', '5906', '9463', '5322', '5054', '375', '6386', '6366', '808', '10188', '2624', '1861', '10211', '5909', '7036', '5071', '5770', '341', '9784', '3084', '1948', '4153', '274', '859', '163', '4043', '5359', '11037', '5587', '6363', '10094', '5806', '2150', '2042', '3146', '71', '3643', '7474', '558', '2209', '3958', '9135', '10859', '60', '9474', '344', '1445', '6311', '5788', '351', '9829', '5657']		False		False	False	695,348,4983,567,10062,6456,929,5906,9463,5322,5054,375,6386,6366,808,10188,2624,1861,10211,5909,7036,5071,5770,341,9784,3084,1948,4153,274,859,163,4043,5359,11037,5587,6363,10094,5806,2150,2042,3146,71,3643,7474,558,2209,3958,9135,10859,60,9474,344,1445,6311,5788,351,9829,5657	True		qval	True	missing	False	42	True	61	0	98	fgsea_msigdb_C5_GO_BP_entrez:GOBP_REGULATION_OF_ENDOCYTOSIS	evidence_perturb	True	4134	True	False	1		1.0	64	64	computed	1.0	d24f41212fac	1.0	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8525390625	0.8944672131147541	0.9477941579400548	1.0	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	3
99	GOBP_NEGATIVE_REGULATION_OF_TRANSPORT	GOBP_NEGATIVE_REGULATION_OF_TRANSPORT	fgsea_msigdb_C5_GO_BP_entrez	-1.26866839613803	0.636810200370928	down	['673', '1407', '4887', '4842', '5569', '5905', '348', '301', '5270', '567', '10062', '2182', '6248', '4318', '5999', '5906', '2185', '8529', '3134', '8074', '8832', '6690', '5579', '6386', '2770', '1265', '1020', '808', '3745', '6343', '6720', '10874', '4856', '2859', '6721', '4544', '1410', '5071', '3624', '207', '341', '3084', '274', '3589', '859', '4043', '5359', '5587', '1500', '2150', '2042', '3146', '10212', '5595', '3593', '9538', '2550', '3958', '5167', '3060', '10859', '9474', '344', '634', '1445', '10961', '6311', '3592', '805', '5657', '7351', '1814', '2931', '150']		False		False	False	673,1407,4887,4842,5569,5905,348,301,5270,567,10062,2182,6248,4318,5999,5906,2185,8529,3134,8074,8832,6690,5579,6386,2770,1265,1020,808,3745,6343,6720,10874,4856,2859,6721,4544,1410,5071,3624,207,341,3084,274,3589,859,4043,5359,5587,1500,2150,2042,3146,10212,5595,3593,9538,2550,3958,5167,3060,10859,9474,344,634,1445,10961,6311,3592,805,5657,7351,1814,2931,150	True		qval	True	missing	False	42	True	77	0	99	fgsea_msigdb_C5_GO_BP_entrez:GOBP_NEGATIVE_REGULATION_OF_TRANSPORT	evidence_perturb	True	4134	True	False	1		1.0	64	64	computed	1.0	6be3f52bae17	1.0	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8626543209876544	0.9074675324675324	0.945794411603038	1.0	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	3
100	GOBP_MONOATOMIC_ION_HOMEOSTASIS	GOBP_MONOATOMIC_ION_HOMEOSTASIS	fgsea_msigdb_C5_GO_BP_entrez	-1.22535070790017	0.636810200370928	down	['3778', '3710', '10686', '2815', '535', '6354', '7184', '9002', '348', '526', '567', '3061', '2946', '5009', '2185', '8529', '5023', '8074', '490', '797', '10723', '7922', '375', '5579', '771', '5330', '1907', '6366', '2852', '9843', '6359', '808', '492', '766', '2835', '356', '491', '7225', '3791', '2260', '1317', '5663', '1353', '5027', '486', '551', '7036', '8992', '1268', '9104', '6550', '8600', '540', '887', '10467', '10479', '114', '794', '2812', '6648', '859', '5031', '1816', '4879', '760', '7223', '5587', '2811', '6363', '10463', '1649', '4159', '368', '5595', '309', '1729', '7070', '7474', '3759', '958', '1756', '6357', '9474', '6547', '4496', '9481', '4880', '7504']		False		False	False	3778,3710,10686,2815,535,6354,7184,9002,348,526,567,3061,2946,5009,2185,8529,5023,8074,490,797,10723,7922,375,5579,771,5330,1907,6366,2852,9843,6359,808,492,766,2835,356,491,7225,3791,2260,1317,5663,1353,5027,486,551,7036,8992,1268,9104,6550,8600,540,887,10467,10479,114,794,2812,6648,859,5031,1816,4879,760,7223,5587,2811,6363,10463,1649,4159,368,5595,309,1729,7070,7474,3759,958,1756,6357,9474,6547,4496,9481,4880,7504	True		qval	True	missing	False	42	True	92	0	100	fgsea_msigdb_C5_GO_BP_entrez:GOBP_MONOATOMIC_ION_HOMEOSTASIS	evidence_perturb	True	4134	True	False	1		1.0	64	64	computed	1.0	c7f5505cfe4a	1.0	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8522873711340205	0.8986073369565217	0.942902867170043	1.0	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	4
101	GOBP_NUCLEAR_MEMBRANE_ORGANIZATION	GOBP_NUCLEAR_MEMBRANE_ORGANIZATION	fgsea_msigdb_C5_GO_BP_entrez	-1.63469629279006	0.649737836597642	down	['5578', '5119', '5579', '8815', '2852', '1861', '6683', '5048']		False		False	False	5578,5119,5579,8815,2852,1861,6683,5048	True		qval	True	missing	False	42	True	8	0	101	fgsea_msigdb_C5_GO_BP_entrez:GOBP_NUCLEAR_MEMBRANE_ORGANIZATION	evidence_perturb	True	4134	True	False	1		0.75	48	64	computed	0.75	42d63b77f482	0.75	0.625	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.888671875	0.888671875	1.0	0.75	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	0
102	GOBP_REGULATION_OF_NEUROTRANSMITTER_UPTAKE	GOBP_REGULATION_OF_NEUROTRANSMITTER_UPTAKE	fgsea_msigdb_C5_GO_BP_entrez	-1.63136768098248	0.649737836597642	down	['4842', '5865', '1861', '10211', '5071', '9143', '351', '2824', '1814']		False		False	False	4842,5865,1861,10211,5071,9143,351,2824,1814	True		qval	True	missing	False	42	True	9	0	102	fgsea_msigdb_C5_GO_BP_entrez:GOBP_REGULATION_OF_NEUROTRANSMITTER_UPTAKE	evidence_perturb	True	4134	True	False	1		0.859375	55	64	computed	0.859375	058c99247453	0.859375	0.53125	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.9166666666666667	0.9166666666666667	1.0	0.859375	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	0
103	GOBP_NEGATIVE_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION	GOBP_NEGATIVE_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION	fgsea_msigdb_C5_GO_BP_entrez	-1.62736516110832	0.649737836597642	down	['1843', '1588', '1265', '4681', '4856', '207', '9466', '653', '347']		False		False	False	1843,1588,1265,4681,4856,207,9466,653,347	True		qval	True	missing	False	42	True	10	0	103	fgsea_msigdb_C5_GO_BP_entrez:GOBP_NEGATIVE_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION	evidence_perturb	True	4134	True	False	1		0.890625	57	64	computed	0.890625	2d8002bfe8d3	0.890625	0.703125	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.890625	0.890625	1.0	0.890625	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	1
