raw_index	term_id	term_name	source	stat	qval	direction	evidence_genes	pval	is_summary	group_id	term_id_salvaged	term_name_salvaged	evidence_genes_str	is_valid	invalid_reason	qval_source	qval_provided	pval_source	pval_provided	distill_seed	evidence_genes_was_list	n_evidence_genes	masked_genes_count	dropped_n	dropped_genes_str	dropped_genes_symbols_str	notes	term_row_id	term_uid	distill_semantics	distill_track_hash_drift	distill_gene_pool_n	distill_gene_pool_is_masked	distill_trust_input_survival	distill_min_genes_effective_per_term	term_survival_input	term_survival_computed	term_survival_n_ok	term_survival_n_total	term_survival_source	term_survival	term_gene_set_hash	term_survival_agg	term_hash_drift_rate	distill_loo_is_proxy	distill_n_perturb	distill_gene_dropout_p	distill_gene_jitter_p	distill_evidence_jaccard_min	distill_evidence_recall_min	distill_evidence_precision_min	distill_min_keep_frac	distill_min_evidence_genes_effective	distill_perturb_rescue	term_survival_mean_jaccard	term_survival_mean_recall	term_survival_mean_precision	gene_survival	keep_term	keep_reason	distill_pre_gate_mode	distill_pre_gate_tau	module_id	module_id_missing	module_survival	module_survival_n_ok	module_survival_n_total	module_survival_source	stress_drop_count
25	HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE	fgsea_msigdb_H_entrez	-0.978098052159659	0.985716411248326	down	['3158', '3993', '3705', '3613', '4681', '6196', '11098', '11187', '7031', '3716', '9215', '5603', '2288', '5932', '7153', '7869', '3547', '6387', '3398', '3418', '10733', '2030', '6509', '5364', '8839', '7264', '445', '5618', '224', '3487', '7538', '10610', '9612', '9022', '8645', '2289', '990', '403', '9455', '8140', '2317', '10497', '8900', '9254', '3880', '6820', '120', '1363', '10950', '221']		False		False	False	3158,3993,3705,3613,4681,6196,11098,11187,7031,3716,9215,5603,2288,5932,7153,7869,3547,6387,3398,3418,10733,2030,6509,5364,8839,7264,445,5618,224,3487,7538,10610,9612,9022,8645,2289,990,403,9455,8140,2317,10497,8900,9254,3880,6820,120,1363,10950,221	True		qval	True	missing	False	42	True	53	0	0				25	fgsea_msigdb_H_entrez:HALLMARK_ESTROGEN_RESPONSE_LATE	evidence_perturb	True	1047	True	False	1		0.984375	63	64	computed	0.984375	45872aa3ab7a	0.984375	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8518415178571428	0.900058962264151	0.9407245590940316	0.984375	True	ok	off		Mff2d8975894b	False	0.984375	2	2	term_survival:min	3
26	HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION	fgsea_msigdb_H_entrez	-0.971461818276058	0.995789473684211	down	['7059', '5216', '10458', '7450', '1009', '3265', '3636', '7073', '7082', '5600', '3909', '3638', '1308', '147', '268', '5603', '5788', '6714', '89', '1041', '2037', '5871', '10109', '4763', '1364', '9080', '6376', '2683', '1004', '5291', '5921', '5089', '5097']		False		False	False	7059,5216,10458,7450,1009,3265,3636,7073,7082,5600,3909,3638,1308,147,268,5603,5788,6714,89,1041,2037,5871,10109,4763,1364,9080,6376,2683,1004,5291,5921,5089,5097	True		qval	True	missing	False	42	True	35	0	0				26	fgsea_msigdb_H_entrez:HALLMARK_APICAL_JUNCTION	evidence_perturb	True	1047	True	False	1		0.96875	62	64	computed	0.96875	a442d3c73b35	0.96875	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8547297297297298	0.9035714285714287	0.9403426830744971	0.96875	True	ok	off		Md463544bbc28	False	0.96875	1	1	term_survival:min	2
27	HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING	fgsea_msigdb_H_entrez	-0.950095213570556	0.995789473684211	down	['6885', '2932', '5216', '5601', '3265', '811', '2251', '5899', '1019', '207', '10097', '4803', '6773']		False		False	False	6885,2932,5216,5601,3265,811,2251,5899,1019,207,10097,4803,6773	True		qval	True	missing	False	42	True	14	0	0				27	fgsea_msigdb_H_entrez:HALLMARK_PI3K_AKT_MTOR_SIGNALING	evidence_perturb	True	1047	True	False	1		0.90625	58	64	computed	0.90625	d0f23baccff4	0.90625	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8614583333333334	0.9229910714285714	0.9277394480519482	0.90625	True	ok	off		M1c2ebf771274	False	0.90625	1	1	term_survival:min	1
28	HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE	fgsea_msigdb_H_entrez	0.932896757239264	0.995789473684211	up	['9874', '667', '29', '6711', '11064', '396', '8470', '4627', '4926', '9735', '4628', '699', '10928', '9462', '3835', '4281', '9493', '10163', '5829', '9344', '382', '6709', '9793', '8243', '332', '10844', '10048', '9371']		False		False	False	9874,667,29,6711,11064,396,8470,4627,4926,9735,4628,699,10928,9462,3835,4281,9493,10163,5829,9344,382,6709,9793,8243,332,10844,10048,9371	True		qval	True	missing	False	42	True	28	0	0				28	fgsea_msigdb_H_entrez:HALLMARK_MITOTIC_SPINDLE	evidence_perturb	True	1047	True	False	1		0.953125	61	64	computed	0.953125	3ee6172dc2b3	0.953125	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8588362068965516	0.8895089285714286	0.9612684650622713	0.953125	True	ok	off		Mb86494f8a985	False	0.953125	1	1	term_survival:min	0
29	HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING	fgsea_msigdb_H_entrez	0.932624596075813	0.995789473684211	up	['960', '3601', '91', '952', '3597', '1435', '3588', '94', '3594', '4615', '3559', '3566', '3574', '7040', '928', '6354', '7097', '1438']		False		False	False	960,3601,91,952,3597,1435,3588,94,3594,4615,3559,3566,3574,7040,928,6354,7097,1438	True		qval	True	missing	False	42	True	18	0	0				29	fgsea_msigdb_H_entrez:HALLMARK_IL6_JAK_STAT3_SIGNALING	evidence_perturb	True	1047	True	False	1		0.875	56	64	computed	0.875	a2228b4206ec	0.875	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.846217105263158	0.8932291666666667	0.9410396048390679	0.875	True	ok	off		M554c5c4293dd	False	0.875	3	3	term_survival:min	0
30	HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1	fgsea_msigdb_H_entrez	-0.91729368763414	0.995789473684211	down	['5709', '8454', '9045', '2935', '1503', '9221', '6626', '6240', '11335', '6141', '6426', '6950', '1019', '3329', '1964', '4953', '5245', '4830', '5425', '5688', '11260', '5690', '7913', '10856', '5901', '10728']		False		False	False	5709,8454,9045,2935,1503,9221,6626,6240,11335,6141,6426,6950,1019,3329,1964,4953,5245,4830,5425,5688,11260,5690,7913,10856,5901,10728	True		qval	True	missing	False	42	True	28	0	0				30	fgsea_msigdb_H_entrez:HALLMARK_MYC_TARGETS_V1	evidence_perturb	True	1047	True	False	1		0.90625	58	64	computed	0.90625	cf4e14d13343	0.90625	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8685344827586208	0.8995535714285715	0.9616376445242871	0.90625	True	ok	off		Mbf403e4349a9	False	0.90625	4	4	term_survival:min	2
31	HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS	fgsea_msigdb_H_entrez	-0.905368542917035	0.995789473684211	down	['7125', '1674', '2027', '4205', '3270', '1974', '4303', '4046', '2065', '7004', '845', '347', '9215', '5507', '5664', '6450', '89', '3679', '6535', '6444', '844', '1281', '624']		False		False	False	7125,1674,2027,4205,3270,1974,4303,4046,2065,7004,845,347,9215,5507,5664,6450,89,3679,6535,6444,844,1281,624	True		qval	True	missing	False	42	True	24	0	0				31	fgsea_msigdb_H_entrez:HALLMARK_MYOGENESIS	evidence_perturb	True	1047	True	False	1		0.9375	60	64	computed	0.9375	a542142e2923	0.9375	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.86375	0.8997395833333333	0.9556026050489366	0.9375	True	ok	off		M964319a9003c	False	0.9375	1	1	term_survival:min	1
32	HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS	fgsea_msigdb_H_entrez	0.874245202695832	0.995789473684211	up	['5352', '8870', '960', '1824', '8660', '1058', '3597', '3486', '10327', '9514', '10570', '10164', '8614', '5165', '2542', '7033', '10331', '5917', '5836', '3069', '2585', '5478']		False		False	False	5352,8870,960,1824,8660,1058,3597,3486,10327,9514,10570,10164,8614,5165,2542,7033,10331,5917,5836,3069,2585,5478	True		qval	True	missing	False	42	True	24	0	0				32	fgsea_msigdb_H_entrez:HALLMARK_GLYCOLYSIS	evidence_perturb	True	1047	True	False	1		0.890625	57	64	computed	0.890625	09cf664ea0d5	0.890625	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.868125	0.904296875	0.9556911072972285	0.890625	True	ok	off		M8978ffe33f91	False	0.890625	2	2	term_survival:min	2
33	HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	fgsea_msigdb_H_entrez	0.856586639224556	0.995789473684211	up	['3437', '8767', '10964', '3566', '3574', '8519', '4938', '716', '10544', '10410', '972', '10437', '3430', '5359', '1267']		False		False	False	3437,8767,10964,3566,3574,8519,4938,716,10544,10410,972,10437,3430,5359,1267	True		qval	True	missing	False	42	True	17	0	0				33	fgsea_msigdb_H_entrez:HALLMARK_INTERFERON_ALPHA_RESPONSE	evidence_perturb	True	1047	True	False	1		0.921875	59	64	computed	0.921875	bb558a3238cf	0.921875	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8428819444444444	0.8924632352941176	0.9376804848541982	0.921875	True	ok	off		M554c5c4293dd	False	0.875	3	3	term_survival:min	2
34	HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN	fgsea_msigdb_H_entrez	-0.841564539641893	0.995789473684211	down	['5797', '390', '3778', '3638', '3382', '5159', '1281', '6383', '4052', '11099', '4088', '1902', '10611', '2697', '7048', '10370', '4255', '4493', '6591', '3815', '5581', '6717', '4853', '490', '3949', '8821', '4092', '546', '10516', '5737', '6541', '4363', '3397', '2869', '9975', '8476', '4233', '11030', '120', '1859', '8553', '5922', '657', '627', '3480', '92', '7049']		False		False	False	5797,390,3778,3638,3382,5159,1281,6383,4052,11099,4088,1902,10611,2697,7048,10370,4255,4493,6591,3815,5581,6717,4853,490,3949,8821,4092,546,10516,5737,6541,4363,3397,2869,9975,8476,4233,11030,120,1859,8553,5922,657,627,3480,92,7049	True		qval	True	missing	False	42	True	48	0	0				34	fgsea_msigdb_H_entrez:HALLMARK_UV_RESPONSE_DN	evidence_perturb	True	1047	True	False	1		1.0	64	64	computed	1.0	b1dbf48e5d7a	1.0	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8662500000000001	0.90234375	0.9558102580429183	1.0	True	ok	off		M2a8ea2dcf049	False	1.0	1	1	term_survival:min	1
35	HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE	fgsea_msigdb_H_entrez	-0.829172934797076	0.995789473684211	down	['2619', '5329', '6376', '5314', '2683', '202']		False		False	False	2619,5329,6376,5314,2683,202	True		qval	True	missing	False	42	True	6	0	0				35	fgsea_msigdb_H_entrez:HALLMARK_APICAL_SURFACE	evidence_perturb	True	1047	True	False	1		0.953125	61	64	computed	0.953125	f1e3b2c6acd9	0.953125	0.5	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.90625	0.90625	1.0	0.953125	True	ok	off		M961d3fe58c93	False	0.953125	1	1	term_survival:min	0
36	HALLMARK_PANCREAS_BETA_CELLS	HALLMARK_PANCREAS_BETA_CELLS	fgsea_msigdb_H_entrez	0.825516332422082	0.995789473684211	up	['5080', '6514', '1113', '7421', '5313', '1641', '6727', '3651']		False		False	False	5080,6514,1113,7421,5313,1641,6727,3651	True		qval	True	missing	False	42	True	8	0	0				36	fgsea_msigdb_H_entrez:HALLMARK_PANCREAS_BETA_CELLS	evidence_perturb	True	1047	True	False	1		0.96875	62	64	computed	0.96875	4bd7e4b63aaf	0.96875	0.59375	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8984375	0.8984375	1.0	0.96875	True	ok	off		M4171f5317fa6	False	0.96875	1	1	term_survival:min	0
37	HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING	fgsea_msigdb_H_entrez	-0.817042961808494	0.995789473684211	down	['6917', '5199', '2932', '3417', '811', '5052', '908', '11333', '3638', '2965', '3329', '5861', '3156', '6241', '2936', '7037', '5033', '5719', '6509', '6533', '7108', '6472', '10135', '3422', '3336', '3145', '5860', '7283', '7167', '3949', '8615', '3157', '6790', '6745', '5163', '8140', '586', '3992', '3308', '6515', '5684', '2821', '10682', '4074', '7852', '4199', '9695', '6319', '6117', '3689', '120']		False		False	False	6917,5199,2932,3417,811,5052,908,11333,3638,2965,3329,5861,3156,6241,2936,7037,5033,5719,6509,6533,7108,6472,10135,3422,3336,3145,5860,7283,7167,3949,8615,3157,6790,6745,5163,8140,586,3992,3308,6515,5684,2821,10682,4074,7852,4199,9695,6319,6117,3689,120	True		qval	True	missing	False	42	True	54	0	0				37	fgsea_msigdb_H_entrez:HALLMARK_MTORC1_SIGNALING	evidence_perturb	True	1047	True	False	1		1.0	64	64	computed	1.0	f2ab6ea96573	1.0	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8549890350877194	0.9024884259259258	0.9419304114858332	1.0	True	ok	off		M8a5b21c45d45	False	1.0	1	1	term_survival:min	3
38	HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM	fgsea_msigdb_H_entrez	-0.80230443748485	0.995789473684211	down	['3155', '2027', '3158', '4190', '3420', '10449', '364', '10005', '4953', '912', '1543', '644', '1743', '5805', '3248', '7503', '224']		False		False	False	3155,2027,3158,4190,3420,10449,364,10005,4953,912,1543,644,1743,5805,3248,7503,224	True		qval	True	missing	False	42	True	21	0	0				38	fgsea_msigdb_H_entrez:HALLMARK_FATTY_ACID_METABOLISM	evidence_perturb	True	1047	True	False	1		0.9375	60	64	computed	0.9375	39f64d1bc529	0.9375	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8593750000000001	0.9002976190476191	0.9495499808525883	0.9375	True	ok	off		Mf1b80a1ef1a2	False	0.9375	1	1	term_survival:min	4
39	HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM	fgsea_msigdb_H_entrez	0.802121980604486	0.995789473684211	up	['8412', '8431', '21', '8435', '5002', '9415', '9963', '2232', '5827', '1582', '3932']		False		False	False	8412,8431,21,8435,5002,9415,9963,2232,5827,1582,3932	True		qval	True	missing	False	42	True	13	0	0				39	fgsea_msigdb_H_entrez:HALLMARK_BILE_ACID_METABOLISM	evidence_perturb	True	1047	True	False	1		0.828125	53	64	computed	0.828125	3587550f304b	0.828125	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8203125	0.8834134615384616	0.9189477189477191	0.828125	True	ok	off		M2c13dab23404	False	0.828125	1	1	term_survival:min	2
40	HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS	fgsea_msigdb_H_entrez	-0.794660051287097	0.995789473684211	down	['10124', '7423', '3991', '3417', '10313', '4023', '1031', '10449', '4713', '7086', '6239', '1737', '3679', '112', '1282', '6390', '7905', '1647', '8404', '1337', '5860', '847', '334', '3419', '1149', '604', '2184', '1306', '1349', '10400', '4259', '217', '4722', '4199', '1537']		False		False	False	10124,7423,3991,3417,10313,4023,1031,10449,4713,7086,6239,1737,3679,112,1282,6390,7905,1647,8404,1337,5860,847,334,3419,1149,604,2184,1306,1349,10400,4259,217,4722,4199,1537	True		qval	True	missing	False	42	True	35	0	0				40	fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	evidence_perturb	True	1047	True	False	1		0.96875	62	64	computed	0.96875	6cad9840b376	0.96875	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8559966216216217	0.9049107142857145	0.9403973206176457	0.96875	True	ok	off		M669c443c1ced	False	0.96875	2	2	term_survival:min	0
41	HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB	fgsea_msigdb_H_entrez	-0.792338246047806	0.995789473684211	down	['3460', '9120', '11182', '3553', '5271', '2919', '941', '10209', '3659', '10318', '3575', '3398', '4088', '6372', '687', '1647', '3627', '8061', '5329', '3624', '10611', '7130', '2683', '6373', '3604', '10135', '3433', '3725', '10725', '7280', '7538', '3569', '1880', '7127', '1052', '3552', '490', '2526', '3949', '9592', '8013', '3371', '604']		False		False	False	3460,9120,11182,3553,5271,2919,941,10209,3659,10318,3575,3398,4088,6372,687,1647,3627,8061,5329,3624,10611,7130,2683,6373,3604,10135,3433,3725,10725,7280,7538,3569,1880,7127,1052,3552,490,2526,3949,9592,8013,3371,604	True		qval	True	missing	False	42	True	43	0	0				41	fgsea_msigdb_H_entrez:HALLMARK_TNFA_SIGNALING_VIA_NFKB	evidence_perturb	True	1047	True	False	1		0.953125	61	64	computed	0.953125	d985e3ecee5d	0.953125	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8625	0.9026162790697674	0.9508783786283217	0.953125	True	ok	off		Meb464d685ade	False	0.953125	3	3	term_survival:min	0
42	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	fgsea_msigdb_H_entrez	0.761527884583026	0.995789473684211	up	['3075', '10875', '3601', '3437', '10797', '969', '8767', '958', '952', '9688', '3001', '2357', '3105', '4615', '10964', '3566', '3574', '710', '3108', '6354', '3123', '716', '8651', '6352', '10410', '972', '1240', '10437', '3430', '3117', '5359', '3663', '3383', '4600', '3434', '6398', '7128', '8673']		False		False	False	3075,10875,3601,3437,10797,969,8767,958,952,9688,3001,2357,3105,4615,10964,3566,3574,710,3108,6354,3123,716,8651,6352,10410,972,1240,10437,3430,3117,5359,3663,3383,4600,3434,6398,7128,8673	True		qval	True	missing	False	42	True	38	0	0				42	fgsea_msigdb_H_entrez:HALLMARK_INTERFERON_GAMMA_RESPONSE	evidence_perturb	True	1047	True	False	1		0.96875	62	64	computed	0.96875	aa66e25d37e0	0.96875	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.858203125	0.9033717105263157	0.9448037928040487	0.96875	True	ok	off		M554c5c4293dd	False	0.875	3	3	term_survival:min	0
43	HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY	fgsea_msigdb_H_entrez	-0.757785406823706	0.995789473684211	down	['9249', '3705', '1999', '4681', '6196', '11098', '7031', '8165', '2288', '5932', '9214', '7869', '6387', '7022', '6509', '2697', '8839', '2683', '360', '9620', '3487', '2674', '7052', '9612', '9022', '8645', '5366', '2289', '794', '744', '403', '8140', '2317', '11145', '3898', '3880', '6820', '7739', '120', '221', '7071', '8553', '5979', '3280', '3480', '10160', '5029', '3717']		False		False	False	9249,3705,1999,4681,6196,11098,7031,8165,2288,5932,9214,7869,6387,7022,6509,2697,8839,2683,360,9620,3487,2674,7052,9612,9022,8645,5366,2289,794,744,403,8140,2317,11145,3898,3880,6820,7739,120,221,7071,8553,5979,3280,3480,10160,5029,3717	True		qval	True	missing	False	42	True	49	0	0				43	fgsea_msigdb_H_entrez:HALLMARK_ESTROGEN_RESPONSE_EARLY	evidence_perturb	True	1047	True	False	1		0.984375	63	64	computed	0.984375	d336a399a436	0.984375	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8682598039215687	0.9036989795918366	0.9566988183225336	0.984375	True	ok	off		Mff2d8975894b	False	0.984375	2	2	term_survival:min	1
44	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	fgsea_msigdb_H_entrez	-0.757279750015028	0.995789473684211	down	['1639', '9221', '1974', '811', '5394', '5393', '8815', '11260', '5073', '8602', '2521', '10525', '6734', '7709', '7280', '1981', '1163', '9652', '9709', '6745', '8140']		False		False	False	1639,9221,1974,811,5394,5393,8815,11260,5073,8602,2521,10525,6734,7709,7280,1981,1163,9652,9709,6745,8140	True		qval	True	missing	False	42	True	23	0	0				44	fgsea_msigdb_H_entrez:HALLMARK_UNFOLDED_PROTEIN_RESPONSE	evidence_perturb	True	1047	True	False	1		0.984375	63	64	computed	0.984375	ad9f7badb1e6	0.984375	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8710937500000001	0.9089673913043478	0.9541976738102668	0.984375	True	ok	off		M8f9219bcf50c	False	0.984375	1	1	term_survival:min	2
45	HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2	fgsea_msigdb_H_entrez	-0.751189837493526	0.995789473684211	down	['9221', '11335', '1019', '3329', '5245', '3336']		False		False	False	9221,11335,1019,3329,5245,3336	True		qval	True	missing	False	42	True	7	0	0				45	fgsea_msigdb_H_entrez:HALLMARK_MYC_TARGETS_V2	evidence_perturb	True	1047	True	False	1		0.953125	61	64	computed	0.953125	e6c83156f2b7	0.953125	0.53125	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8950892857142856	0.8950892857142856	1.0	0.953125	True	ok	off		Mbf403e4349a9	False	0.90625	4	4	term_survival:min	1
46	HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION	fgsea_msigdb_H_entrez	-0.742318949557464	0.995789473684211	down	['6845', '1203', '7103', '11316', '3382', '858', '664', '9183', '11311', '10652', '10959', '375', '6643', '6456', '5862', '5868', '1315', '163', '10282']		False		False	False	6845,1203,7103,11316,3382,858,664,9183,11311,10652,10959,375,6643,6456,5862,5868,1315,163,10282	True		qval	True	missing	False	42	True	21	0	0				46	fgsea_msigdb_H_entrez:HALLMARK_PROTEIN_SECRETION	evidence_perturb	True	1047	True	False	1		0.953125	61	64	computed	0.953125	2e5a74dfa4e3	0.953125	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8643465909090908	0.9055059523809524	0.949797556956395	0.953125	True	ok	off		M60bdaf998926	False	0.953125	1	1	term_survival:min	2
47	HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_CHOLESTEROL_HOMEOSTASIS	fgsea_msigdb_H_entrez	-0.720233805367892	0.995789473684211	down	['4598', '4023', '6811', '3156', '7869', '5329', '7108', '3422', '1499', '3958', '3949', '2731', '3157']		False		False	False	4598,4023,6811,3156,7869,5329,7108,3422,1499,3958,3949,2731,3157	True		qval	True	missing	False	42	True	13	0	0				47	fgsea_msigdb_H_entrez:HALLMARK_CHOLESTEROL_HOMEOSTASIS	evidence_perturb	True	1047	True	False	1		0.859375	55	64	computed	0.859375	1acf6e349448	0.859375	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8314732142857142	0.8954326923076923	0.9202976710789212	0.859375	True	ok	off		M9d7bcc265342	False	0.859375	1	1	term_survival:min	0
48	HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_DN	fgsea_msigdb_H_entrez	0.6927927454147	0.995789473684211	up	['5317', '658', '3750', '5409', '3485', '580', '7137', '959', '10753', '10991', '2593', '10964', '1630', '1360', '1014', '398', '7441', '5077', '7032', '6707', '5626', '9435']		False		False	False	5317,658,3750,5409,3485,580,7137,959,10753,10991,2593,10964,1630,1360,1014,398,7441,5077,7032,6707,5626,9435	True		qval	True	missing	False	42	True	26	0	0				48	fgsea_msigdb_H_entrez:HALLMARK_KRAS_SIGNALING_DN	evidence_perturb	True	1047	True	False	1		0.984375	63	64	computed	0.984375	707b9e1a1102	0.984375	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8680555555555556	0.9014423076923077	0.9589388714898226	0.984375	True	ok	off		M4470f9aea891	False	0.984375	1	1	term_survival:min	4
49	HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP	fgsea_msigdb_H_entrez	0.675764067088362	0.995789473684211	up	['440', '8694', '2907', '5580', '3485', '8692', '10482', '5504', '5243', '7009', '5702', '10280', '6236', '898', '4885', '997', '637', '4072', '9355', '1119', '7301', '2354', '1515', '2326', '10038', '1280', '5566', '3383', '1267']		False		False	False	440,8694,2907,5580,3485,8692,10482,5504,5243,7009,5702,10280,6236,898,4885,997,637,4072,9355,1119,7301,2354,1515,2326,10038,1280,5566,3383,1267	True		qval	True	missing	False	42	True	29	0	0				49	fgsea_msigdb_H_entrez:HALLMARK_UV_RESPONSE_UP	evidence_perturb	True	1047	True	False	1		0.953125	61	64	computed	0.953125	9d07c30d0214	0.953125	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8734375000000001	0.9035560344827587	0.9631201939475929	0.953125	True	ok	off		M987a0f7f306d	False	0.953125	1	1	term_survival:min	0
