claim_id	human_label	rater_id	label_version	cancer	variant	gate_mode	tau	entity	direction	term_name	module_id_effective	gene_symbols_str	term_ids_str	term_survival_agg	context_score	status	abstain_reason	fail_reason	audit_notes	claim_json	_src
c_a75a159f9db8	SHOULD_ABSTAIN	R1	v1	HNSC	ours	hard	0.2	HALLMARK_MYOGENESIS	down	HALLMARK_MYOGENESIS	Me334011e2fa6	BDKRB2;TSC2;DES;MEF2C;LAMA2;ACTC1;CRAT;HSPB2;SGCD;TEAD4	'fgsea_msigdb_H_entrez:HALLMARK_MYOGENESIS	1		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_a75a159f9db8"",""entity"":""HALLMARK_MYOGENESIS"",""direction"":""down"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""Me334011e2fa6"",""gene_ids"":[""624"",""7249"",""1674"",""4208"",""3908"",""70"",""1384"",""3316"",""6444"",""7004""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_MYOGENESIS""],""gene_set_hash"":""e0341df89c4b""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/ours/gate_hard/tau_0.20/audit_log.tsv
c_0b927226acc3	REJECT	R1	v1	HNSC	ours	hard	0.2	HALLMARK_COMPLEMENT	down	HALLMARK_COMPLEMENT	Mdcc8d9bd6d7f	ANG;IRF7;LGMN;HSPA5;LTF;LIPA;CTSC;TIMP1;C1QA;DUSP5	'fgsea_msigdb_H_entrez:HALLMARK_COMPLEMENT	0.9375		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_0b927226acc3"",""entity"":""HALLMARK_COMPLEMENT"",""direction"":""down"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""Mdcc8d9bd6d7f"",""gene_ids"":[""283"",""3665"",""5641"",""3309"",""4057"",""3988"",""1075"",""7076"",""712"",""1847""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_COMPLEMENT""],""gene_set_hash"":""f62dd3909e9d""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/ours/gate_hard/tau_0.20/audit_log.tsv
c_1ec59b641290	ACCEPT	R1	v1	HNSC	ours	hard	0.2	HALLMARK_HYPOXIA	down	HALLMARK_HYPOXIA	M35834cd98de2	P4HA2;HAS1;HSPA5;SRPX;STC1;CSRP2;NDRG1;TPD52;IER3;VHL	'fgsea_msigdb_H_entrez:HALLMARK_HYPOXIA	0.9375		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_1ec59b641290"",""entity"":""HALLMARK_HYPOXIA"",""direction"":""down"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""M35834cd98de2"",""gene_ids"":[""8974"",""3036"",""3309"",""8406"",""6781"",""1466"",""10397"",""7163"",""8870"",""7428""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_HYPOXIA""],""gene_set_hash"":""aeeeed6d60d8""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/ours/gate_hard/tau_0.20/audit_log.tsv
c_7b0cb5194932	REJECT	R1	v1	HNSC	ours	hard	0.2	HALLMARK_ALLOGRAFT_REJECTION	down	HALLMARK_ALLOGRAFT_REJECTION	Mb6f784110271	IL12RB1;RPS3A;IRF7;B2M;TAP2;IL4;HCLS1;CCL19;TIMP1;GLMN	'fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	0.8125		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_7b0cb5194932"",""entity"":""HALLMARK_ALLOGRAFT_REJECTION"",""direction"":""down"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""Mb6f784110271"",""gene_ids"":[""3594"",""6189"",""3665"",""567"",""6891"",""3565"",""3059"",""6363"",""7076"",""11146""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION""],""gene_set_hash"":""fbd15c4dc6a1""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/ours/gate_hard/tau_0.20/audit_log.tsv
c_b41bad97e53a	REJECT	R1	v1	HNSC	ours	hard	0.2	HALLMARK_APOPTOSIS	up	HALLMARK_APOPTOSIS	Mdf6350d89cee	LUM;CTNNB1;DAP3;SATB1;RELA;DNAJA1;LMNA;BGN;GPX4;IGF2R	'fgsea_msigdb_H_entrez:HALLMARK_APOPTOSIS	0.984375		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_b41bad97e53a"",""entity"":""HALLMARK_APOPTOSIS"",""direction"":""up"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""Mdf6350d89cee"",""gene_ids"":[""4060"",""1499"",""7818"",""6304"",""5970"",""3301"",""4000"",""633"",""2879"",""3482""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_APOPTOSIS""],""gene_set_hash"":""1b912bf139ec""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/ours/gate_hard/tau_0.20/audit_log.tsv
c_6cc2be03d956	ACCEPT	R1	v1	HNSC	ours	hard	0.2	HALLMARK_KRAS_SIGNALING_UP	down	HALLMARK_KRAS_SIGNALING_UP	M2cccf9a9ec24	ETV1;GABRA3;KCNN4;PCP4;SCN1B;PRDM1;DOCK2;MYCN;NR0B2;CSF2	'fgsea_msigdb_H_entrez:HALLMARK_KRAS_SIGNALING_UP	0.984375		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_6cc2be03d956"",""entity"":""HALLMARK_KRAS_SIGNALING_UP"",""direction"":""down"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""M2cccf9a9ec24"",""gene_ids"":[""2115"",""2556"",""3783"",""5121"",""6324"",""639"",""1794"",""4613"",""8431"",""1437""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_KRAS_SIGNALING_UP""],""gene_set_hash"":""e91565cb32b2""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/ours/gate_hard/tau_0.20/audit_log.tsv
c_2e647ea068ba	ACCEPT	R1	v1	HNSC	ours	hard	0.2	HALLMARK_E2F_TARGETS	down	HALLMARK_E2F_TARGETS	M0b67a17cb0b6	CCP110;RFC2;NOLC1;PRDX4;TUBG1;CENPE;PCNA;H2AZ1;HMMR;RFC3	'fgsea_msigdb_H_entrez:HALLMARK_E2F_TARGETS	0.96875		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_2e647ea068ba"",""entity"":""HALLMARK_E2F_TARGETS"",""direction"":""down"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""M0b67a17cb0b6"",""gene_ids"":[""9738"",""5982"",""9221"",""10549"",""7283"",""1062"",""5111"",""3015"",""3161"",""5983""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_E2F_TARGETS""],""gene_set_hash"":""0ad1f44f507a""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/ours/gate_hard/tau_0.20/audit_log.tsv
c_31fb4c1fe09f	REJECT	R1	v1	HNSC	ours	hard	0.2	HALLMARK_XENOBIOTIC_METABOLISM	down	HALLMARK_XENOBIOTIC_METABOLISM	M557bebe138f3	SLC12A4;GSTT2;TMBIM6;TTPA;AKR1C2;LPIN2;PC;CYB5A;ALDH2;BCAR1	'fgsea_msigdb_H_entrez:HALLMARK_XENOBIOTIC_METABOLISM	0.984375		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_31fb4c1fe09f"",""entity"":""HALLMARK_XENOBIOTIC_METABOLISM"",""direction"":""down"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""M557bebe138f3"",""gene_ids"":[""6560"",""2953"",""7009"",""7274"",""1646"",""9663"",""5091"",""1528"",""217"",""9564""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_XENOBIOTIC_METABOLISM""],""gene_set_hash"":""f3fe33cde6b1""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/ours/gate_hard/tau_0.20/audit_log.tsv
c_4e18c84abde7	REJECT	R1	v1	HNSC	ours	hard	0.2	HALLMARK_APICAL_JUNCTION	up	HALLMARK_APICAL_JUNCTION	Mf906280fa5e1	COL9A1;CDH4;HRAS;THY1;NRXN2;CDH8;CDH3;ACTN2;ICAM5;ITGB4	'fgsea_msigdb_H_entrez:HALLMARK_APICAL_JUNCTION	0.96875		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_4e18c84abde7"",""entity"":""HALLMARK_APICAL_JUNCTION"",""direction"":""up"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""Mf906280fa5e1"",""gene_ids"":[""1297"",""1002"",""3265"",""7070"",""9379"",""1006"",""1001"",""88"",""7087"",""3691""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_APICAL_JUNCTION""],""gene_set_hash"":""37b4810ad81e""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/ours/gate_hard/tau_0.20/audit_log.tsv
c_b97999fed2d5	REJECT	R1	v1	HNSC	ours	hard	0.2	HALLMARK_UV_RESPONSE_DN	down	HALLMARK_UV_RESPONSE_DN	M941252af0645	COL5A2;APBB2;ICA1;PTPRM;MAP2K5;TGFBR2;AKT3;DLC1;CDK13;CCN1	'fgsea_msigdb_H_entrez:HALLMARK_UV_RESPONSE_DN	0.96875		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_b97999fed2d5"",""entity"":""HALLMARK_UV_RESPONSE_DN"",""direction"":""down"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""M941252af0645"",""gene_ids"":[""1290"",""323"",""3382"",""5797"",""5607"",""7048"",""10000"",""10395"",""8621"",""3491""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_UV_RESPONSE_DN""],""gene_set_hash"":""b3127b9c263c""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/ours/gate_hard/tau_0.20/audit_log.tsv
c_3a9def646aa4	SHOULD_ABSTAIN	R1	v1	HNSC	ours	hard	0.2	HALLMARK_ANDROGEN_RESPONSE	down	HALLMARK_ANDROGEN_RESPONSE	M27669b8fa9e7	B2M;SAT1;KLK2;ADRM1;NDRG1;TPD52;RAB4A;CAMKK2;HOMER2;ELK4	'fgsea_msigdb_H_entrez:HALLMARK_ANDROGEN_RESPONSE	0.953125		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_3a9def646aa4"",""entity"":""HALLMARK_ANDROGEN_RESPONSE"",""direction"":""down"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""M27669b8fa9e7"",""gene_ids"":[""567"",""6303"",""3817"",""11047"",""10397"",""7163"",""5867"",""10645"",""9455"",""2005""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_ANDROGEN_RESPONSE""],""gene_set_hash"":""db62abf089f7""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/ours/gate_hard/tau_0.20/audit_log.tsv
c_e2e1b07f8200	SHOULD_ABSTAIN	R1	v1	HNSC	ours	hard	0.2	HALLMARK_PROTEIN_SECRETION	down	HALLMARK_PROTEIN_SECRETION	Md4f5e0a53b7c	RAB5A;AP2M1;ICA1;VAMP4;MAPK1;AP2B1;CTSC;STX16;TPD52;PPT1	'fgsea_msigdb_H_entrez:HALLMARK_PROTEIN_SECRETION	0.953125		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_e2e1b07f8200"",""entity"":""HALLMARK_PROTEIN_SECRETION"",""direction"":""down"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""Md4f5e0a53b7c"",""gene_ids"":[""5868"",""1173"",""3382"",""8674"",""5594"",""163"",""1075"",""8675"",""7163"",""5538""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_PROTEIN_SECRETION""],""gene_set_hash"":""d45d65800549""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/ours/gate_hard/tau_0.20/audit_log.tsv
c_77b67cc2aed8	REJECT	R1	v1	HNSC	ours	hard	0.2	HALLMARK_SPERMATOGENESIS	down	HALLMARK_SPERMATOGENESIS	M63bca3f82c8e	MTOR;CHRM4;PGK2;IL12RB2;IDE;ARL4A;COIL;ACKR5;MEP1B;GSTM3	'fgsea_msigdb_H_entrez:HALLMARK_SPERMATOGENESIS	0.953125		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_77b67cc2aed8"",""entity"":""HALLMARK_SPERMATOGENESIS"",""direction"":""down"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""M63bca3f82c8e"",""gene_ids"":[""2475"",""1132"",""5232"",""3595"",""3416"",""10124"",""8161"",""11318"",""4225"",""2947""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_SPERMATOGENESIS""],""gene_set_hash"":""e0abdccfff67""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/ours/gate_hard/tau_0.20/audit_log.tsv
c_41adb9aee188	SHOULD_ABSTAIN	R1	v1	HNSC	ours	hard	0.2	HALLMARK_ESTROGEN_RESPONSE_EARLY	down	HALLMARK_ESTROGEN_RESPONSE_EARLY	M849a4c0e7f2d	GAB2;SLC22A5;SYNGR1;CLIC3;NRIP1;KCNK5;HES1;ADCY9;DLC1;FKBP4	'fgsea_msigdb_H_entrez:HALLMARK_ESTROGEN_RESPONSE_EARLY	0.953125		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_41adb9aee188"",""entity"":""HALLMARK_ESTROGEN_RESPONSE_EARLY"",""direction"":""down"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""M849a4c0e7f2d"",""gene_ids"":[""9846"",""6584"",""9145"",""9022"",""8204"",""8645"",""3280"",""115"",""10395"",""2288""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_ESTROGEN_RESPONSE_EARLY""],""gene_set_hash"":""0d37c176f128""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/ours/gate_hard/tau_0.20/audit_log.tsv
c_913242da8053	SHOULD_ABSTAIN	R1	v1	HNSC	ours	hard	0.2	HALLMARK_BILE_ACID_METABOLISM	down	HALLMARK_BILE_ACID_METABOLISM	Mf6a5663747ad	ABCA8;SLCO1A2;PFKM;AR;SOAT2;NR0B2;NR3C2;ALDH1A1;CH25H;LCK	'fgsea_msigdb_H_entrez:HALLMARK_BILE_ACID_METABOLISM	0.953125		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_913242da8053"",""entity"":""HALLMARK_BILE_ACID_METABOLISM"",""direction"":""down"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""Mf6a5663747ad"",""gene_ids"":[""10351"",""6579"",""5213"",""367"",""8435"",""8431"",""4306"",""216"",""9023"",""3932""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_BILE_ACID_METABOLISM""],""gene_set_hash"":""838361fd840f""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/ours/gate_hard/tau_0.20/audit_log.tsv
c_3ed2b2e0dcbb	REJECT	R1	v1	HNSC	ours	hard	0.9	HALLMARK_APICAL_SURFACE	down	HALLMARK_APICAL_SURFACE	M87d4af946e3f	PKHD1;AKAP7;MAL;SRPX;EFNA5;EPHB4;HSPB1;GSTM3;PLAUR;APP	'fgsea_msigdb_H_entrez:HALLMARK_APICAL_SURFACE	0.953125		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_3ed2b2e0dcbb"",""entity"":""HALLMARK_APICAL_SURFACE"",""direction"":""down"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""M87d4af946e3f"",""gene_ids"":[""5314"",""9465"",""4118"",""8406"",""1946"",""2050"",""3315"",""2947"",""5329"",""351""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_APICAL_SURFACE""],""gene_set_hash"":""4e57c19a9fb1""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/ours/gate_hard/tau_0.90/audit_log.tsv
c_ca8c05afb399	ACCEPT	R1	v1	LUAD	ours	hard	0.2	HALLMARK_KRAS_SIGNALING_UP	up	HALLMARK_KRAS_SIGNALING_UP	M4bfd51b3579f	IL7R;ID2;ANXA10;SDCCAG8;FGF9;PSMB8;RBM4;PPBP;HOXD11;HBEGF	'fgsea_msigdb_H_entrez:HALLMARK_KRAS_SIGNALING_UP	1		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_ca8c05afb399"",""entity"":""HALLMARK_KRAS_SIGNALING_UP"",""direction"":""up"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""M4bfd51b3579f"",""gene_ids"":[""3575"",""3398"",""11199"",""10806"",""2254"",""5696"",""5936"",""5473"",""3237"",""1839""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_KRAS_SIGNALING_UP""],""gene_set_hash"":""6c68804f75a6""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/LUAD/ours/gate_hard/tau_0.20/audit_log.tsv
c_c374d52a5212	ACCEPT	R1	v1	LUAD	ours	hard	0.2	HALLMARK_MYC_TARGETS_V1	up	HALLMARK_MYC_TARGETS_V1	M04d093193c05	DHX15;HPRT1;PRDX3;RPLP0;EIF4H;RRP9;DDX18;PHB1;PA2G4;CCT4	'fgsea_msigdb_H_entrez:HALLMARK_MYC_TARGETS_V1	0.90625		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_c374d52a5212"",""entity"":""HALLMARK_MYC_TARGETS_V1"",""direction"":""up"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""M04d093193c05"",""gene_ids"":[""1665"",""3251"",""10935"",""6175"",""7458"",""9136"",""8886"",""5245"",""5036"",""10575""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_MYC_TARGETS_V1""],""gene_set_hash"":""ea2211bd5509""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/LUAD/ours/gate_hard/tau_0.20/audit_log.tsv
c_49360d7146b3	REJECT	R1	v1	LUAD	ours	hard	0.2	HALLMARK_P53_PATHWAY	up	HALLMARK_P53_PATHWAY	M4b91b9d3c474	CDH13;PVT1;POLH;HBEGF;HINT1;ADA;ABAT;ZFP36L1;BAIAP2;MKNK2	'fgsea_msigdb_H_entrez:HALLMARK_P53_PATHWAY	1		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_49360d7146b3"",""entity"":""HALLMARK_P53_PATHWAY"",""direction"":""up"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""M4b91b9d3c474"",""gene_ids"":[""1012"",""5820"",""5429"",""1839"",""3094"",""100"",""18"",""677"",""10458"",""2872""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_P53_PATHWAY""],""gene_set_hash"":""dd4fcc269550""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/LUAD/ours/gate_hard/tau_0.20/audit_log.tsv
c_4e9d6d5f0299	SHOULD_ABSTAIN	R1	v1	LUAD	ours	hard	0.2	HALLMARK_ALLOGRAFT_REJECTION	up	HALLMARK_ALLOGRAFT_REJECTION	Mf6b556792982	IL10;IL9;GALNT1;HLA-DRA;CD7;IL7;IL16;DYRK3;LCK;CD28	'fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	1		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_4e9d6d5f0299"",""entity"":""HALLMARK_ALLOGRAFT_REJECTION"",""direction"":""up"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""Mf6b556792982"",""gene_ids"":[""3586"",""3578"",""2589"",""3122"",""924"",""3574"",""3603"",""8444"",""3932"",""940""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION""],""gene_set_hash"":""916b2978c784""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/LUAD/ours/gate_hard/tau_0.20/audit_log.tsv
c_0975fe3ef172	SHOULD_ABSTAIN	R1	v1	LUAD	ours	hard	0.2	HALLMARK_GLYCOLYSIS	down	HALLMARK_GLYCOLYSIS	M63ffebb5a19e	PGAM1;RARS1;GOT1;PLOD1;MIF;SAP30;NASP;B4GALT2;ARTN;GPC3	'fgsea_msigdb_H_entrez:HALLMARK_GLYCOLYSIS	0.984375		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_0975fe3ef172"",""entity"":""HALLMARK_GLYCOLYSIS"",""direction"":""down"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""M63ffebb5a19e"",""gene_ids"":[""5223"",""5917"",""2805"",""5351"",""4282"",""8819"",""4678"",""8704"",""9048"",""2719""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_GLYCOLYSIS""],""gene_set_hash"":""ee65b4dceb35""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/LUAD/ours/gate_hard/tau_0.20/audit_log.tsv
c_04838115725d	REJECT	R1	v1	LUAD	ours	hard	0.2	HALLMARK_APICAL_JUNCTION	down	HALLMARK_APICAL_JUNCTION	Mb174a6015dd9	GNAI2;SGCE;CNN2;ACTN3;VCL;CLDN11;NRXN2;ITGA9;PIK3CB;ACTN1	'fgsea_msigdb_H_entrez:HALLMARK_APICAL_JUNCTION	1		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_04838115725d"",""entity"":""HALLMARK_APICAL_JUNCTION"",""direction"":""down"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""Mb174a6015dd9"",""gene_ids"":[""2771"",""8910"",""1265"",""89"",""7414"",""5010"",""9379"",""3680"",""5291"",""87""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_APICAL_JUNCTION""],""gene_set_hash"":""9089f744d611""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/LUAD/ours/gate_hard/tau_0.20/audit_log.tsv
c_7fe6a8d5e172	REJECT	R1	v1	LUAD	ours	hard	0.2	HALLMARK_INFLAMMATORY_RESPONSE	down	HALLMARK_INFLAMMATORY_RESPONSE	M8e134b5cade5	PTAFR;TNFSF9;GNAI3;TNFRSF1B;CXCL9;SPHK1;ATP2B1;HRH1;MEFV;RGS1	'fgsea_msigdb_H_entrez:HALLMARK_INFLAMMATORY_RESPONSE	0.984375		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_7fe6a8d5e172"",""entity"":""HALLMARK_INFLAMMATORY_RESPONSE"",""direction"":""down"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""M8e134b5cade5"",""gene_ids"":[""5724"",""8744"",""2773"",""7133"",""4283"",""8877"",""490"",""3269"",""4210"",""5996""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_INFLAMMATORY_RESPONSE""],""gene_set_hash"":""ccdb6923b397""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/LUAD/ours/gate_hard/tau_0.20/audit_log.tsv
c_3097e4e397e3	REJECT	R1	v1	LUAD	ours	hard	0.2	HALLMARK_UV_RESPONSE_DN	down	HALLMARK_UV_RESPONSE_DN	Mef5a8baaf749	PPARG;TENT4A;ATP2B1;TGFBR2;RND3;ATRX;SERPINE1;IGFBP5;ADORA2B;PLCB4	'fgsea_msigdb_H_entrez:HALLMARK_UV_RESPONSE_DN	1		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_3097e4e397e3"",""entity"":""HALLMARK_UV_RESPONSE_DN"",""direction"":""down"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""Mef5a8baaf749"",""gene_ids"":[""5468"",""11044"",""490"",""7048"",""390"",""546"",""5054"",""3488"",""136"",""5332""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_UV_RESPONSE_DN""],""gene_set_hash"":""b2a9cc3961b0""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/LUAD/ours/gate_hard/tau_0.20/audit_log.tsv
c_36a44e3d63f2	REJECT	R1	v1	LUAD	ours	hard	0.2	HALLMARK_HEME_METABOLISM	up	HALLMARK_HEME_METABOLISM	M5a7346a45f3e	PRDX2;CAT;ACKR1;MPP1;CTSE;MINPP1;ACP5;PC;SELENBP1;TAL1	'fgsea_msigdb_H_entrez:HALLMARK_HEME_METABOLISM	0.984375		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_36a44e3d63f2"",""entity"":""HALLMARK_HEME_METABOLISM"",""direction"":""up"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""M5a7346a45f3e"",""gene_ids"":[""7001"",""847"",""2532"",""4354"",""1510"",""9562"",""54"",""5091"",""8991"",""6886""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_HEME_METABOLISM""],""gene_set_hash"":""e15e20409b7b""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/LUAD/ours/gate_hard/tau_0.20/audit_log.tsv
c_5b105ff0ffc5	REJECT	R1	v1	LUAD	ours	hard	0.2	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	down	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Mb077b09981b6	GADD45A;MFAP5;CD59;COL7A1;PLOD1;FBLN1;ELN;FUCA1;DST;ITGA2	'fgsea_msigdb_H_entrez:HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.984375		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_5b105ff0ffc5"",""entity"":""HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION"",""direction"":""down"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""Mb077b09981b6"",""gene_ids"":[""1647"",""8076"",""966"",""1294"",""5351"",""2192"",""2006"",""2517"",""667"",""3673""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION""],""gene_set_hash"":""93028e1e303b""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/LUAD/ours/gate_hard/tau_0.20/audit_log.tsv
c_ed506e0f27ce	ACCEPT	R1	v1	LUAD	ours	hard	0.2	HALLMARK_G2M_CHECKPOINT	down	HALLMARK_G2M_CHECKPOINT	Me51121d6508e	PRIM2;TENT4A;DDX39A;MNAT1;LBR;KPNB1;SAP30;NASP;RBL1;ODF2	'fgsea_msigdb_H_entrez:HALLMARK_G2M_CHECKPOINT	0.890625		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_ed506e0f27ce"",""entity"":""HALLMARK_G2M_CHECKPOINT"",""direction"":""down"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""Me51121d6508e"",""gene_ids"":[""5558"",""11044"",""10212"",""4331"",""3930"",""3837"",""8819"",""4678"",""5933"",""4957""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_G2M_CHECKPOINT""],""gene_set_hash"":""09013ba6ded3""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/LUAD/ours/gate_hard/tau_0.20/audit_log.tsv
